giorno;mm_totale_positivi;mm_deceduti;mm_guariti;mm_totale_casi
"2023-10-17";"-173";"28";"5307";"5163"
"2023-10-18";"-301";"28";"5107";"4835"
"2023-10-19";"-508";"31";"5037";"4560"
"2023-10-20";"-494";"30";"4867";"4403"
"2023-10-21";"-391";"31";"4637";"4276"
"2023-10-22";"-476";"30";"4648";"4203"
"2023-10-23";"-355";"30";"4388";"4063"
"2023-10-24";"-194";"27";"4158";"3991"
"2023-10-25";"-98";"28";"4059";"3989"
"2023-10-26";"-181";"26";"4167";"4012"
"2023-10-27";"-102";"26";"4108";"4031"
"2023-10-28";"-128";"24";"4167";"4063"
"2023-10-29";"-122";"23";"4163";"4064"
"2023-10-30";"-152";"22";"4198";"4067"
"2023-10-31";"-77";"23";"4031";"3978"
"2023-11-01";"-92";"21";"3981";"3910"
"2023-11-02";"-59";"23";"3506";"3460"
"2023-11-03";"-107";"23";"3725";"3632"
"2023-11-04";"-4";"24";"3591";"3602"
"2023-11-05";"90";"24";"3507";"3611"
"2023-11-06";"113";"22";"3484";"3609"
"2023-11-07";"330";"22";"3390";"3733"
"2023-11-08";"437";"23";"3376";"3827"
"2023-11-09";"675";"21";"3679";"4375"
"2023-11-10";"762";"22";"3437";"4220"
"2023-11-11";"775";"21";"3495";"4292"
"2023-11-12";"740";"23";"3583";"4347"
"2023-11-13";"806";"26";"3547";"4380"
"2023-11-14";"698";"28";"3888";"4614"
"2023-11-15";"908";"27";"3966";"4903"
"2023-11-16";"1154";"29";"3947";"5131"
"2023-11-17";"1325";"30";"4104";"5460"
"2023-11-18";"1503";"32";"4199";"5735"
"2023-11-19";"1574";"33";"4266";"5873"
"2023-11-20";"1550";"34";"4348";"5933"
"2023-11-21";"1630";"34";"4624";"6288"
"2023-11-22";"1494";"34";"4895";"6422"
"2023-11-23";"1558";"35";"5016";"6609"
"2023-11-24";"1383";"35";"5228";"6645"
"2023-11-25";"1563";"35";"5110";"6708"
"2023-11-26";"1505";"34";"5160";"6700"
"2023-11-27";"1416";"34";"5261";"6711"
"2023-11-28";"2043";"36";"5213";"7292"
"2023-11-29";"2001";"42";"5411";"7454"
"2023-11-30";"2062";"43";"5462";"7567"
"2023-12-01";"2223";"46";"5497";"7767"
"2023-12-02";"2319";"46";"5698";"8063"
"2023-12-03";"2391";"47";"5831";"8270"
"2023-12-04";"2401";"47";"5924";"8373"
"2023-12-05";"1778";"46";"6296";"8120"
"2023-12-06";"2294";"44";"6162";"8500"
"2023-12-07";"2038";"44";"6291";"8496"
"2023-12-08";"2009";"45";"6137";"8314"
"2023-12-09";"1404";"44";"5823";"7394"
"2023-12-10";"1488";"42";"5929";"7582"
"2023-12-11";"1529";"40";"5959";"7651"
"2023-12-12";"1643";"43";"6253";"8062"
"2023-12-13";"1712";"46";"6176";"8058"
"2023-12-14";"2223";"50";"6108";"8368"
"2023-12-15";"2583";"51";"6164";"8784"
"2023-12-16";"3015";"52";"6631";"9684"
"2023-12-17";"2831";"57";"6625";"9498"
"2023-12-18";"2702";"59";"6728";"9474"
"2023-12-19";"1858";"62";"7069";"8974"
"2023-12-20";"1355";"61";"7235";"8634"
"2023-12-21";"226";"59";"8012";"8295"
"2023-12-22";"-1005";"59";"8938";"7989"
"2023-12-23";"-1460";"61";"9406";"8005"
"2023-12-24";"-1251";"59";"9466";"8272"
"2023-12-25";"-1134";"57";"9466";"8387"
"2023-12-26";"-922";"46";"7626";"6748"
"2023-12-27";"-1258";"40";"7074";"5856"
"2023-12-28";"-1413";"46";"7483";"6116"
"2023-12-29";"-554";"43";"6528";"6017"
"2023-12-30";"-862";"46";"6492";"5676"
"2023-12-31";"-752";"43";"5972";"5263"
"2024-01-01";"-788";"44";"5751";"5006"
"2024-01-02";"-852";"45";"5773";"4966"
"2024-01-03";"-1000";"53";"6481";"5534"
"2024-01-04";"-627";"44";"5245";"4641"
"2024-01-05";"-1366";"31";"5566";"4211"
"2024-01-06";"-1314";"43";"5035";"3744"
"2024-01-07";"-1609";"45";"4828";"3244"
"2024-01-08";"-1636";"48";"4663";"3100"
"2024-01-09";"-1523";"53";"4971";"3526"
"2024-01-10";"-1691";"51";"4653";"2992"
"2024-01-11";"-1625";"51";"4253";"2679"
"2024-01-12";"-1590";"63";"3860";"2333"
"2024-01-13";"-1506";"43";"3554";"2090"
"2024-01-14";"-1593";"41";"3633";"2081"
"2024-01-15";"-1685";"40";"3676";"1987"
"2024-01-16";"-1774";"39";"3423";"1644"
"2024-01-17";"-1866";"37";"3211";"1382"
"2024-01-18";"-1910";"33";"3159";"1282"
"2024-01-19";"-1495";"31";"2645";"1181"
"2024-01-20";"-1462";"35";"2511";"1085"
"2024-01-21";"-1466";"34";"2472";"1041"
"2024-01-22";"-1367";"31";"2352";"1016"
"2024-01-23";"-1271";"28";"2143";"901"
"2024-01-24";"-955";"29";"1756";"830"
"2024-01-25";"-872";"28";"1586";"742"
"2024-01-26";"-1277";"27";"1952";"701"
"2024-01-27";"-1249";"23";"1891";"664"
"2024-01-28";"-1181";"23";"1796";"638"
"2024-01-29";"-1077";"23";"1679";"624"
"2024-01-30";"-1004";"21";"1562";"579"
"2024-01-31";"-850";"16";"1385";"551"
"2024-02-01";"-1145";"17";"1659";"532"
"2024-02-02";"-738";"16";"1231";"508"
"2024-02-03";"-685";"15";"1158";"488"
"2024-02-04";"-674";"15";"1136";"477"
"2024-02-05";"-618";"14";"1078";"474"
"2024-02-06";"-851";"13";"1282";"444"
"2024-02-07";"-814";"14";"1227";"427"
"2024-02-08";"-493";"12";"889";"408"
"2024-02-09";"-502";"12";"880";"389"
"2024-02-10";"-485";"14";"847";"375"
"2024-02-11";"-484";"13";"828";"357"
"2024-02-12";"-475";"13";"812";"350"
"2024-02-13";"-332";"14";"646";"328"
"2024-02-14";"-338";"13";"642";"318"
"2024-02-15";"-314";"12";"602";"301"
"2024-02-16";"-295";"12";"569";"287"
"2024-02-17";"-321";"9";"581";"270"
"2024-02-18";"-309";"9";"565";"266"
"2024-02-19";"-302";"9";"556";"263"
"2024-02-20";"-194";"7";"440";"253"
"2024-02-21";"-211";"7";"433";"230"
"2024-02-22";"-212";"7";"423";"219"
"2024-02-23";"-106";"6";"308";"209"
"2024-02-24";"-87";"6";"280";"200"
"2024-02-25";"-77";"6";"262";"191"
"2024-02-26";"-52";"6";"234";"189"
"2024-02-27";"-36";"6";"196";"167"
"2024-02-28";"-2";"6";"154";"158"
"2024-02-29";"-24";"5";"169";"150"
"2024-03-01";"-117";"6";"259";"149"
"2024-03-02";"-121";"5";"264";"149"
"2024-03-03";"-114";"5";"253";"144"
"2024-03-04";"-116";"5";"251";"140"
"2024-03-05";"-92";"4";"232";"144"
"2024-03-06";"-95";"4";"233";"143"
"2024-03-07";"-71";"4";"204";"137"
"2024-03-08";"-48";"4";"193";"134"
"2024-03-09";"-42";"5";"180";"126"
"2024-03-10";"-40";"4";"180";"128"
"2024-03-11";"-27";"4";"168";"129"
"2024-03-12";"-69";"6";"188";"108"
"2024-03-13";"-70";"6";"186";"105"
"2024-03-14";"-64";"6";"184";"110"
"2024-03-15";"-144";"6";"252";"112"
"2024-03-16";"-141";"5";"247";"112"
"2024-03-17";"-140";"5";"244";"110"
"2024-03-18";"-140";"5";"242";"108"
"2024-03-19";"-99";"4";"209";"114"
"2024-03-20";"-96";"4";"204";"112"
"2024-03-21";"-93";"4";"194";"106"
"2024-03-22";"-32";"4";"125";"96"
"2024-03-23";"-32";"3";"123";"94"
"2024-03-24";"-31";"4";"122";"95"
"2024-03-25";"-47";"4";"139";"95"
"2024-03-26";"-63";"3";"148";"88"
"2024-03-27";"-55";"3";"138";"86"
"2024-03-28";"-72";"3";"148";"80"
"2024-03-29";"-156";"3";"232";"80"
"2024-03-30";"-186";"3";"261";"79"
"2024-03-31";"-182";"3";"255";"76"
"2024-04-01";"-165";"3";"236";"74"
"2024-04-02";"-280";"3";"341";"64"
"2024-04-03";"-490";"3";"559";"72"
"2024-04-04";"-521";"2";"600";"80"
"2024-04-05";"-438";"2";"515";"79"
"2024-04-06";"-402";"2";"482";"82"
"2024-04-07";"-404";"2";"483";"81"
"2024-04-08";"-404";"2";"485";"82"
"2024-04-09";"-263";"2";"359";"99"
"2024-04-10";"-1117";"2";"1207";"92"
"2024-04-11";"-1075";"2";"1161";"87"
"2024-04-12";"-1104";"2";"1191";"88"
"2024-04-13";"-1165";"2";"1244";"81"
"2024-04-14";"-1165";"2";"1246";"82"
"2024-04-15";"-1200";"2";"1280";"82"
"2024-04-16";"-1326";"1";"1404";"79"
"2024-04-17";"-303";"1";"379";"77"
"2024-04-18";"-369";"2";"443";"76"
"2024-04-19";"-353";"2";"426";"75"
"2024-04-20";"-295";"2";"374";"81"
"2024-04-21";"-292";"2";"373";"82"
"2024-04-22";"-254";"1";"336";"83"
"2024-04-23";"-134";"1";"207";"74"
"2024-04-24";"-87";"1";"161";"75"
"2024-04-25";"-20";"1";"91";"73"
"2024-04-26";"-1";"1";"68";"68"
"2024-04-27";"4";"1";"65";"70"
"2024-04-28";"1";"1";"69";"71"
"2024-04-29";0;"1";"72";"73"
"2024-04-30";"12";"1";"71";"84"
"2024-05-01";"14";"1";"73";"88"
"2024-05-02";"21";"1";"65";"87"
"2024-05-03";"16";"1";"80";"97"
"2024-05-04";"8";"1";"84";"93"
"2024-05-05";"15";"1";"77";"93"
"2024-05-06";"15";"1";"76";"92"
"2024-05-07";"1";"1";"86";"88"
"2024-05-08";"1";"1";"87";"90"
"2024-05-09";"6";"2";"93";"101"
"2024-05-10";"13";"2";"86";"100"
"2024-05-11";"20";"2";"80";"102"
"2024-05-12";"19";"2";"83";"104"
"2024-05-13";"20";"2";"84";"106"
"2024-05-14";"40";"3";"87";"129"
"2024-05-15";"42";"2";"87";"132"
"2024-05-16";"42";"2";"90";"133"
"2024-05-17";"43";"2";"89";"134"
"2024-05-18";"39";"2";"95";"136"
"2024-05-19";"38";"2";"96";"137"
"2024-05-20";"38";"2";"97";"138"
"2024-05-21";"29";"1";"90";"121"
"2024-05-22";"30";"1";"91";"123"
"2024-05-23";"29";"1";"94";"124"
"2024-05-24";"29";"1";"96";"126"
"2024-05-25";"29";"1";"101";"132"
"2024-05-26";"30";"2";"102";"133"
"2024-05-27";"35";"2";"100";"137"
"2024-05-28";"45";"1";"99";"145"
"2024-05-29";"48";"1";"100";"149"
"2024-05-30";"48";"2";"106";"156"
"2024-05-31";"51";"2";"113";"166"
"2024-06-01";"67";"1";"101";"170"
"2024-06-02";"75";"1";"99";"176"
"2024-06-03";"70";"1";"103";"174"
"2024-06-04";"67";"1";"113";"182"
"2024-06-05";"74";"1";"114";"190"
